,0,1
0,E:/Machine Learning/Datasets/bct\Prajwal\user78.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user79.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user8.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user80.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user81.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user82.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user83.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user84.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user85.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user86.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user87.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user88.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user89.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user9.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user90.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user91.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user92.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user93.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user94.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user95.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user96.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user97.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user98.jpg,Prajwal
0,E:/Machine Learning/Datasets/bct\Prajwal\user99.jpg,Prajwal
